customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1361,Female,0,Yes,Yes,21,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),41.44,870.24,Yes
C1362,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.75,2604.75,No
C1363,Female,0,No,Yes,41,Yes,No,No,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,74.22,3043.02,No
C1364,Male,0,Yes,No,28,Yes,No,No,Yes,No,Yes,No,No,No internet service,One year,Yes,Electronic check,65.09,1822.52,No
C1365,Female,0,No,Yes,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,57.34,0.0,Yes
C1366,Male,0,Yes,Yes,40,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),77.02,3080.8,No
C1367,Male,0,Yes,No,44,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,76.08,3347.52,Yes
C1368,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,24.98,1648.68,Yes
C1369,Female,1,Yes,No,16,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,60.32,965.12,No
C1370,Male,0,Yes,No,11,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,91.54,1006.94,No
C1371,Female,0,Yes,Yes,71,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,56.93,4042.03,No
C1372,Male,0,No,No,39,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,119.76,4670.64,No
C1373,Male,0,Yes,No,1,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),42.01,42.01,No
C1374,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,68.63,480.41,No
C1375,Male,0,No,Yes,34,Yes,No,No,No,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.74,2949.16,Yes
C1376,Female,1,No,Yes,44,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.88,3250.72,Yes
C1377,Female,1,Yes,Yes,17,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.99,373.83,No
C1378,Male,0,No,Yes,26,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),70.39,1830.14,No
C1379,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.58,6178.74,No
C1380,Male,0,No,No,69,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.48,4104.12,No
C1381,Female,0,No,Yes,35,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,29.85,1044.75,No
C1382,Female,0,No,Yes,29,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),20.17,584.93,No
C1383,Male,1,Yes,Yes,26,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.05,1561.3,No
C1384,Male,0,No,No,9,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,36.9,332.1,No
C1385,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,103.14,309.42,No
C1386,Male,1,Yes,Yes,60,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),115.13,6907.8,Yes
C1387,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),113.93,227.86,No
C1388,Female,0,No,Yes,59,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.2,3315.8,No
C1389,Male,1,Yes,Yes,17,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,64.39,1094.63,No
C1390,Female,0,No,No,50,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,50.14,2507.0,No
C1391,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,31.16,2118.88,Yes
C1392,Male,0,No,Yes,53,No,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),75.02,3976.06,Yes
C1393,Female,1,No,Yes,52,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,36.99,1923.48,No
C1394,Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),24.06,457.14,No
C1395,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.64,4499.52,No
C1396,Male,0,Yes,Yes,46,Yes,Yes,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),99.45,4574.7,No
C1397,Male,0,No,No,30,Yes,No phone service,No,Yes,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),112.48,3374.4,Yes
C1398,Male,1,No,Yes,2,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,51.4,102.8,No
C1399,Male,0,Yes,Yes,65,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),106.81,6942.65,Yes
C1400,Female,1,No,Yes,14,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,58.64,820.96,No
C1401,Female,0,No,No,70,No,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,25.42,1779.4,Yes
C1402,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.7,4334.9,No
C1403,Female,1,No,Yes,1,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),74.49,74.49,No
C1404,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.07,3289.71,Yes
C1405,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,98.11,4414.95,No
C1406,Male,1,Yes,No,16,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,53.89,862.24,Yes
C1407,Male,0,Yes,No,58,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),111.95,6493.1,No
C1408,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.56,204.48,Yes
C1409,Male,1,Yes,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Mailed check,91.48,1555.16,No
C1410,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,112.76,7667.68,Yes
C1411,Male,0,No,No,53,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,74.42,3944.26,No
C1412,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,107.63,861.04,No
C1413,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,88.57,885.7,Yes
C1414,Male,0,Yes,Yes,18,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.48,350.64,No
C1415,Female,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,86.47,432.35,No
C1416,Female,0,No,Yes,13,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.97,1104.61,No
C1417,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),18.0,738.0,Yes
C1418,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,59.73,0.0,No
C1419,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,21.96,439.2,No
C1420,Female,0,Yes,No,22,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),47.89,1053.58,Yes
C1421,Female,0,No,Yes,69,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),118.63,8185.47,No
C1422,Female,0,Yes,No,70,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,113.91,7973.7,No
C1423,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,87.86,5271.6,No
C1424,Male,1,Yes,No,24,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,55.42,1330.08,No
C1425,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,58.44,2162.28,Yes
C1426,Female,0,No,No,36,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),21.9,788.4,No
C1427,Female,1,No,Yes,61,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),52.51,3203.11,No
C1428,Male,0,No,No,53,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),98.01,5194.53,No
C1429,Female,0,Yes,Yes,65,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),70.97,4613.05,No
C1430,Male,0,Yes,No,39,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),66.62,2598.18,No
C1431,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),27.29,1801.14,Yes
C1432,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,111.74,5922.22,Yes
C1433,Male,0,Yes,Yes,53,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),46.87,2484.11,Yes
C1434,Male,0,Yes,Yes,47,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,57.06,2681.82,Yes
C1435,Male,1,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.73,1241.52,No
C1436,Female,1,Yes,No,43,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.53,2215.79,No
C1437,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,79.13,1978.25,No
C1438,Male,0,Yes,No,46,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,81.96,3770.16,No
C1439,Male,0,Yes,No,18,No,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.05,1422.9,No
C1440,Female,1,Yes,No,57,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,24.99,1424.43,Yes
C1441,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),116.89,4792.49,No
C1442,Male,0,Yes,No,51,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.83,4632.33,Yes
C1443,Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),108.04,1620.6,No
C1444,Female,0,No,No,57,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,34.29,1954.53,Yes
C1445,Female,0,No,No,57,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),113.08,6445.56,No
C1446,Male,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.61,916.1,No
C1447,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.07,1726.75,No
C1448,Female,1,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,No,Mailed check,20.36,977.28,No
C1449,Male,0,Yes,No,62,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),43.82,2716.84,No
C1450,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,103.55,5488.15,No
C1451,Female,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),56.68,1870.44,No
C1452,Male,0,Yes,No,21,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.18,1830.78,No
C1453,Male,0,No,Yes,65,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.54,6015.1,Yes
C1454,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,97.12,6021.44,No
C1455,Female,0,Yes,Yes,64,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.0,3648.0,Yes
C1456,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.8,2326.8,No
C1457,Female,0,Yes,Yes,31,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,47.8,1481.8,No
C1458,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),103.28,1755.76,No
C1459,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),61.32,4169.76,No
C1460,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.89,2597.18,No
C1461,Male,0,No,No,12,No,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.03,636.36,No
C1462,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,99.56,1692.52,No
C1463,Male,0,Yes,Yes,39,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.72,3148.08,Yes
C1464,Male,0,No,No,29,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.94,926.26,No
C1465,Female,1,Yes,No,33,Yes,No phone service,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.64,1011.12,No
C1466,Male,1,Yes,No,26,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.09,2290.34,No
C1467,Female,0,Yes,No,48,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.43,2036.64,No
C1468,Male,0,Yes,Yes,64,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,39.28,2513.92,Yes
C1469,Female,0,No,Yes,66,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.45,6233.7,Yes
C1470,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),50.91,1629.12,No
C1471,Female,0,No,No,59,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.97,1473.23,No
C1472,Male,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),61.33,3005.17,No
C1473,Male,1,No,No,14,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,76.06,1064.84,No
C1474,Female,0,Yes,No,57,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),79.35,4522.95,Yes
C1475,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,23.97,599.25,No
C1476,Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),64.26,2891.7,No
C1477,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,54.68,2788.68,No
C1478,Female,1,Yes,No,67,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,63.79,4273.93,No
C1479,Male,0,No,No,68,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.25,1513.0,No
C1480,Male,1,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,48.15,2744.55,Yes
C1481,Female,0,Yes,No,36,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),83.63,3010.68,No
C1482,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,30.84,863.52,Yes
C1483,Female,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),115.84,3591.04,No
C1484,Male,0,Yes,No,68,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),119.38,8117.84,No
C1485,Male,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),54.77,766.78,No
C1486,Male,0,Yes,No,37,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),87.46,3236.02,No
C1487,Female,0,No,Yes,48,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),82.81,3974.88,Yes
C1488,Female,1,Yes,Yes,1,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,35.05,35.05,No
C1489,Female,0,No,No,45,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.6,2592.0,No
C1490,Female,0,Yes,Yes,18,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),118.03,2124.54,No
C1491,Female,0,No,No,20,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),31.02,620.4,No
C1492,Female,0,No,No,44,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,76.67,3373.48,No
C1493,Female,0,Yes,No,0,No,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,79.12,0.0,No
C1494,Male,0,No,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,35.09,385.99,No
C1495,Male,0,Yes,No,32,No,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,72.6,2323.2,Yes
C1496,Male,0,Yes,Yes,42,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),111.58,4686.36,No
C1497,Male,1,No,No,7,Yes,No,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,29.8,208.6,Yes
C1498,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,37.35,971.1,No
C1499,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,44.07,969.54,No
C1500,Male,0,No,No,38,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),94.6,3594.8,No
C1501,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.88,1614.48,No
C1502,Female,0,Yes,Yes,0,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),69.36,0.0,No
C1503,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,98.79,3754.02,No
C1504,Male,0,Yes,Yes,61,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,117.78,7184.58,No
C1505,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,37.99,1595.58,No
C1506,Female,0,Yes,No,26,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,100.83,2621.58,No
C1507,Male,0,Yes,No,34,Yes,No phone service,No,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,55.75,1895.5,No
C1508,Male,0,No,No,10,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),32.89,328.9,No
C1509,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,44.17,750.89,No
C1510,Female,1,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,58.73,1820.63,Yes
C1511,Female,0,No,No,42,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,109.71,4607.82,No
C1512,Female,1,No,No,35,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.8,2338.0,No
C1513,Female,0,No,Yes,69,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.66,5565.54,Yes
C1514,Female,1,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),21.39,962.55,No
C1515,Male,1,Yes,No,1,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),24.53,24.53,No
C1516,Female,0,Yes,No,37,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.71,4207.27,No
C1517,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),103.51,4243.91,No
C1518,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,67.94,203.82,No
C1519,Female,1,No,Yes,27,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,38.44,1037.88,No
C1520,Male,0,Yes,Yes,62,No,No,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,22.1,1370.2,No
C1521,Male,0,No,Yes,25,No,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.49,2937.25,Yes
C1522,Male,1,No,No,32,Yes,No phone service,No,No,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.58,594.56,Yes
C1523,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),42.24,633.6,Yes
C1524,Male,0,No,Yes,5,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),87.76,438.8,No
C1525,Male,0,Yes,Yes,22,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.67,2500.74,No
C1526,Female,0,Yes,Yes,55,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,29.94,1646.7,No
C1527,Male,0,No,No,70,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,96.94,6785.8,Yes
C1528,Female,1,No,No,47,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Electronic check,51.84,2436.48,No
C1529,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),87.33,5152.47,Yes
C1530,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.86,1281.56,No
C1531,Male,0,Yes,No,47,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),106.21,4991.87,No
C1532,Male,0,Yes,No,30,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),90.14,2704.2,No
C1533,Male,0,No,No,4,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),115.47,461.88,Yes
C1534,Female,1,Yes,Yes,29,Yes,No,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,69.25,2008.25,No
C1535,Male,1,No,No,62,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,108.54,6729.48,No
C1536,Male,0,No,No,38,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),73.12,2778.56,No
