customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_One_year,Contract_Two_year,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,Churn_Yes,synthetic_anomaly
C1427,0,1,0,1,61,1,1,52.51,3203.11,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,0
C1428,1,0,0,0,53,1,0,98.01,5194.53,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,0
C1429,0,0,1,1,65,1,1,70.97,4613.05,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0
C1430,1,0,1,0,39,1,0,66.62,2598.18,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0
C1431,0,0,0,0,66,1,1,27.29,1801.14,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,0
C1432,0,0,1,1,53,1,0,111.74,5922.22,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,0
C1433,1,0,1,1,53,1,0,46.87,2484.11,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,0
C1434,1,0,1,1,47,1,0,57.06,2681.82,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,0
C1435,1,1,0,0,24,1,0,51.73,1241.52,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0
C1436,0,1,1,0,43,0,0,51.53,2215.79,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,0
C1437,0,0,1,0,25,1,0,79.13,1978.25,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,0
C1438,1,0,1,0,46,0,0,81.96,3770.16,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
C1439,1,0,1,0,18,0,1,79.05,1422.9,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,0
C1440,0,1,1,0,57,1,1,24.99,1424.43,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,0
C1441,1,0,1,1,41,1,0,116.89,4792.49,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,0
C1442,1,0,1,0,51,1,0,90.83,4632.33,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
C1443,1,0,1,1,15,0,0,108.04,1620.6,True,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,0
C1444,0,0,0,0,57,1,0,34.29,1954.53,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,0
C1445,0,0,0,0,57,1,1,113.08,6445.56,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0
C1446,1,0,1,1,10,1,1,91.61,916.1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
C1447,0,0,1,0,25,1,1,69.07,1726.75,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0
C1448,0,1,1,1,48,1,0,20.36,977.28,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,0
C1449,1,0,1,0,62,1,1,43.82,2716.84,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0
C1450,0,0,1,1,53,1,0,103.55,5488.15,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,0
C1451,0,0,0,1,33,1,1,56.68,1870.44,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,0
C1452,1,0,1,0,21,1,0,87.18,1830.78,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
C1453,1,0,0,1,65,1,1,92.54,6015.1,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,0
C1454,0,0,1,0,62,1,1,97.12,6021.44,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,0
C1455,0,0,1,1,64,1,1,57.0,3648.0,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
C1456,1,0,1,1,21,1,1,110.8,2326.8,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0
C1457,0,0,1,1,31,1,0,47.8,1481.8,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
C1458,0,0,1,1,17,1,1,103.28,1755.76,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,0
C1459,1,0,1,1,68,1,1,61.32,4169.76,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,0
C1460,0,0,1,0,62,1,1,41.89,2597.18,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,0
C1461,1,0,0,0,60,0,1,0.0,0.0,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,1
C1462,0,0,0,0,17,1,1,99.56,1692.52,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,0
C1463,1,0,1,1,39,1,1,80.72,3148.08,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0
C1464,1,0,0,0,29,1,1,31.94,926.26,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
C1465,0,1,1,0,33,1,1,30.64,1011.12,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
C1466,1,1,1,0,26,1,1,88.09,2290.34,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
C1467,0,0,1,0,48,1,1,42.43,2036.64,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0
C1468,1,0,1,1,64,1,1,39.28,2513.92,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,0
C1469,0,0,0,1,66,1,0,94.45,6233.7,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0
C1470,0,0,0,0,32,1,0,50.91,1629.12,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0
C1471,0,0,0,0,59,1,1,24.97,1473.23,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,0
C1472,1,1,0,0,49,1,0,61.33,3005.17,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0
C1473,1,1,0,0,14,1,1,76.06,1064.84,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0
C1474,0,0,1,0,285,1,1,0.0,0.0,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,1
C1475,0,0,1,1,25,1,0,23.97,599.25,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
C1476,0,1,1,1,45,1,1,64.26,2891.7,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0
C1477,1,0,0,1,51,1,0,54.68,2788.68,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
C1478,0,1,1,0,67,1,0,63.79,4273.93,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0
C1479,1,0,0,0,68,1,0,22.25,1513.0,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,0
C1480,1,1,0,1,57,1,1,48.15,2744.55,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,0
C1481,0,0,1,0,36,0,1,83.63,3010.68,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,0
C1482,1,0,1,0,28,1,0,30.84,863.52,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,0
C1483,0,0,0,0,31,1,0,115.84,3591.04,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0
C1484,1,0,1,0,68,1,1,119.38,8117.84,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,0
C1485,1,0,1,0,14,1,0,54.77,766.78,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,0
C1486,1,0,1,0,37,1,1,87.46,3236.02,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,0
C1487,0,0,0,1,48,1,0,82.81,3974.88,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,0
C1488,0,1,1,1,1,1,0,35.05,35.05,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0
C1489,0,0,0,0,45,0,1,57.6,2592.0,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0
C1490,0,0,1,1,18,1,1,118.03,2124.54,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,0
C1491,0,0,0,0,20,1,0,31.02,620.4,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,0
C1492,0,0,0,0,44,1,1,76.67,3373.48,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0
C1493,0,0,1,0,0,0,0,79.12,0.0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0
C1494,1,0,0,1,11,1,1,35.09,385.99,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,0
C1495,1,0,1,0,32,0,0,72.6,2323.2,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,0
C1496,1,0,1,1,42,1,0,111.58,4686.36,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,0
C1497,1,1,0,0,7,1,0,29.8,208.6,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0
C1498,0,0,1,0,26,1,0,37.35,971.1,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,0
C1499,1,1,0,0,22,1,1,44.07,969.54,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,0
C1500,1,0,0,0,38,1,0,94.6,3594.8,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,0
C1501,0,0,1,1,21,1,1,76.88,1614.48,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,0
C1502,0,0,1,1,0,1,0,69.36,0.0,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0
C1503,0,0,0,0,38,1,0,98.79,3754.02,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0
C1504,1,0,1,1,61,1,1,117.78,7184.58,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
C1505,1,0,1,1,42,1,0,37.99,1595.58,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,0
C1506,0,0,1,0,26,1,1,100.83,2621.58,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,0
C1507,1,0,1,0,34,1,0,55.75,1895.5,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,0
C1508,1,0,0,0,10,1,0,32.89,328.9,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,0
C1509,1,0,1,0,17,1,0,44.17,750.89,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,0
C1510,0,1,0,1,31,1,1,58.73,1820.63,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,0
C1511,0,0,0,0,42,1,1,109.71,4607.82,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0
C1512,0,1,0,0,35,1,0,66.8,2338.0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
C1513,0,0,0,1,69,1,1,80.66,5565.54,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0
C1514,0,1,0,1,45,1,0,21.39,962.55,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,0
C1515,1,1,1,0,1,0,0,24.53,24.53,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,0
C1516,0,0,1,0,37,1,1,113.71,4207.27,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,0
C1517,1,0,0,1,41,1,1,103.51,4243.91,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,0
C1518,1,0,1,1,3,1,0,67.94,203.82,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,0
C1519,0,1,0,1,27,1,0,38.44,1037.88,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
C1520,1,0,1,1,62,0,1,22.1,1370.2,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,0
C1521,1,0,0,1,25,0,1,117.49,2937.25,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,0
C1522,1,1,0,0,32,1,0,18.58,594.56,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0
C1523,0,0,1,0,15,1,0,42.24,633.6,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0
C1524,1,0,0,1,5,1,1,87.76,438.8,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
C1525,1,0,1,1,22,1,1,113.67,2500.74,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
C1526,0,0,1,1,55,1,0,29.94,1646.7,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,0
C1527,1,0,0,0,70,0,1,96.94,6785.8,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,0
C1528,0,1,0,0,47,1,0,51.84,2436.48,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0
C1529,0,0,0,1,59,1,0,87.33,5152.47,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,0
C1530,0,0,1,1,46,1,1,27.86,1281.56,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,0
C1531,1,0,1,0,47,1,0,106.21,4991.87,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0
C1532,1,0,1,0,150,1,0,0.0,0.0,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,1
C1533,1,0,0,0,4,1,0,115.47,461.88,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0
C1534,0,1,1,1,29,1,1,69.25,2008.25,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,0
C1535,1,1,0,0,62,1,0,108.54,6729.48,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
C1536,1,0,0,0,38,1,1,73.12,2778.56,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,0
C1537,1,0,1,0,54,1,0,70.3,3796.2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
C1538,0,0,0,1,3,1,1,27.65,82.95,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,0
C1539,1,0,1,0,14,1,0,101.05,1414.7,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,0
C1540,0,0,1,1,21,0,0,60.04,1260.84,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,0
C1541,1,0,1,0,25,0,1,79.2,1980.0,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,0
C1542,1,0,0,0,71,1,1,84.37,5990.27,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0
C1543,1,1,0,0,33,1,1,97.03,3201.99,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
C1544,0,0,0,0,47,1,0,76.69,3604.43,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
C1545,1,1,0,1,46,1,0,81.23,3736.58,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,0
C1546,1,0,0,0,30,1,0,71.12,2133.6,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0
C1547,0,1,0,1,345,1,0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
C1548,0,0,0,1,16,1,0,63.31,1012.96,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,0
C1549,0,0,1,0,2,1,1,97.19,194.38,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,0
C1550,0,1,1,0,53,1,0,100.67,5335.51,True,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,0
C1551,1,1,0,1,47,0,1,70.74,3324.78,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
C1552,0,0,0,0,18,1,0,32.96,593.28,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
C1553,1,0,0,0,62,0,1,56.1,3478.2,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,0
C1554,0,0,0,1,11,1,1,103.67,1140.37,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,0
C1555,0,0,0,0,18,1,0,111.51,2007.18,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,0
C1556,0,0,0,0,11,0,0,45.24,497.64,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0
C1557,0,1,0,1,13,1,1,113.99,1481.87,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,0
C1558,0,0,1,0,260,1,1,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
C1559,0,0,0,0,50,1,0,111.73,5586.5,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,0
C1560,0,0,0,0,46,1,1,113.41,5216.86,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,0
C1561,1,0,0,0,61,1,1,69.49,4238.89,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,0
C1562,1,0,0,0,5,1,1,114.96,574.8,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,0
C1563,1,0,1,0,44,1,1,74.03,3257.32,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
C1564,0,0,1,0,8,1,1,56.65,453.2,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0
C1565,1,0,0,0,340,1,0,0.0,0.0,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1
C1566,1,1,0,0,45,1,0,29.07,1308.15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
C1567,1,0,1,0,54,1,0,40.1,2165.4,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,0
C1568,0,1,1,0,41,1,1,39.75,1629.75,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,0
C1569,0,0,0,0,27,1,1,81.45,2199.15,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,0
C1570,0,0,1,0,49,0,0,90.31,4425.19,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,0
C1571,1,0,0,0,60,1,1,103.42,6205.2,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
C1572,1,0,1,1,12,1,0,109.79,1317.48,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0
C1573,1,0,1,1,62,1,0,107.25,6649.5,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,0
C1574,1,0,0,0,52,1,1,87.56,4553.12,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,0
C1575,1,0,0,0,6,1,1,111.31,667.86,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
C1576,0,0,0,1,67,1,1,46.11,3089.37,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,0
C1577,0,0,0,0,12,1,1,91.98,1103.76,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,0
C1578,0,0,1,1,43,1,1,25.82,1110.26,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,0
C1579,1,0,0,1,9,1,0,30.77,276.93,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0
C1580,1,0,0,1,14,1,1,41.06,574.84,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,0
C1581,0,0,0,1,46,1,1,28.47,1309.62,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,0
C1582,1,0,1,0,48,1,0,116.5,5592.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
C1583,1,0,0,0,49,1,1,65.56,3212.44,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
C1584,1,0,1,1,24,1,1,110.48,2651.52,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0
C1585,0,0,0,1,295,1,1,0.0,0.0,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
C1586,0,0,0,1,3,1,1,89.37,268.11,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0
C1587,1,1,1,0,61,1,0,50.81,3099.41,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0
C1588,0,0,0,1,21,0,1,114.97,2414.37,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,0
C1589,0,1,0,1,44,1,1,21.56,948.64,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,0
C1590,0,0,0,1,65,1,1,89.14,5794.1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,0
C1591,0,0,0,1,18,1,1,114.94,2068.92,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,0
C1592,1,0,0,0,29,1,0,98.39,2853.31,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,0
C1593,0,0,1,0,295,1,1,0.0,0.0,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,1
C1594,1,1,0,1,62,1,0,48.51,3007.62,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0
C1595,0,0,0,1,16,1,1,64.09,1025.44,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0
C1596,0,0,1,0,36,1,0,31.89,1148.04,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,0
C1597,0,0,1,1,23,1,0,56.39,1296.97,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,0
C1598,0,0,1,0,37,1,1,18.86,697.82,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,0
C1599,0,0,0,0,27,1,1,97.43,2630.61,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
C1600,0,0,1,1,0,1,0,115.21,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0
C1601,0,0,0,0,66,1,0,89.49,5906.34,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,0
C1602,0,1,0,0,45,1,0,100.65,4529.25,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0
C1603,1,0,1,1,33,1,0,70.37,2322.21,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,0
C1604,0,0,0,0,7,1,1,37.55,262.85,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,0
C1605,0,0,0,0,5,1,1,91.52,457.6,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
C1606,1,1,0,0,34,1,0,48.53,1650.02,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0
C1607,0,1,0,0,46,1,0,64.87,2984.02,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,0
C1608,0,0,1,0,18,0,0,109.87,1977.66,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,0
C1609,0,0,1,0,53,0,1,56.04,2970.12,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,0
C1610,0,0,1,0,28,1,0,47.52,1330.56,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,0
C1611,1,1,1,1,0,1,0,21.23,0.0,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,0
C1612,0,0,0,0,190,1,1,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
C1613,1,0,1,1,13,1,0,39.95,519.35,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,0
